corpus: preloaded/doaj_en
subcorpus: -
size: 10000
query: Query:[word="we"] []? [word="aimed|wanted"] [word="to"] [tag="VV"], Random sample:10000
PLoS Medicine | <s> We included non-randomized controlled studies because we thought we might have difficulty locating a large pool of randomized controlled trials from which to build recommendations, and because we wanted to locate all studies with high ecological validity (e.g., studies conducted in similar contexts and under similar conditions regardless of randomization). </s> 
Journal of Clinical and Experimental Investigations | <s> comparisons of the hallux valgus angle; and, although we primarily aimed to evaluate functionality, the lack of detail examination and inquiry of the pain among the patients. </s> 
PLoS ONE | <s> In our simulation study, we wanted to examine , whether CA9-assisted detection of ccRCC could be translated into a less-invasive clinical application going beyond the information obtainable from tissue samples. </s> 
PLoS ONE | <s> Since the PEGs in the above analysis displayed accession-dependent parental bias, we wanted to extend the analysis to a larger gene set and used the 7,198 genes defined above that are expressed in both control and hybrid crosses. </s> 
PLoS ONE | <s> In this study, we aimed to identify patterns of den site selection by wolves in agroecosystems of western Iran (Hamedan province), and provide insights into the behavioural response of wolves to the spatial heterogeneity in human activities. </s> 
PLoS Pathogens | <s> Next, we wanted to verify that this correlation was representative of hemagglutinin evolution and not just an artifact of the specific site chosen as the reference point in the distance calculations. </s> 
Atmospheric Chemistry and Physics Discussions | <s> However, with the sensitivity study we wanted to highlight the importance of the imaginary index data in this kind of approach. </s> 
PLoS Genetics | <s> However, due to its design to enrich for CpG rich regions, we first wanted to assess our method's ability to measure non-CpG methylation in a representative fashion. </s> 
PLoS Genetics | <s> CpA methylation exhibits little conservation across several passages Before comparing CpA methylation levels across different samples we wanted to test whether any particular regions of the genome possess enrichment for non-CpG methylation. </s> 
PLoS ONE | <s> Results Since we wanted to improve Gag, (Pol, and Nef)-specific T cell responses, and achieve more balanced T cell responses directed against these antigens without affecting the well-induced gp120specific responses, we set out to design, generate, and biochemically characterize various modified Gag-Pol-Nef sequences. </s> 
PLoS Neglected Tropical Diseases | <s> Therefore, we wanted to know whether these processes might also have a direct effect on IL-1β production. </s> 
BMC Health Services Research | <s> The intervention group also received a questionnaire after three months because we wanted to understand the lead period for the potential effect. </s> 
PLoS ONE | <s> Since we were only assessing the feasibility, usability, and acceptability of the mPneumonia application in this study, and not validating the application, breath counter, or pulse oximeter, we wanted to ensure the application was not used in the clinical care of the patient and that it did not influence the care of the patient in any way. </s> 
PLoS ONE | <s> However, we wanted to study the effect of increasing concentrations of different compounds by using glucose as fermentable and glycerol as nonfermentable carbon sources. </s> 
PLoS ONE | <s> With this treatment we aimed to remove potential constrains to the germination and development of annuals imposed by lack of water (abiotic filter). </s> 
Acta Medica Iranica | <s> With the view of the brain atrophy and neuronal loss in AD which preferentially affect the hippocampus and association cortices (1), we aimed to investigate the effect of TMZ pre-treatment on hippocampal oxidative parameters and the expression of DHCR24 in an animal model of sporadic AD. </s> 
PLoS ONE | <s> Consequently, we wanted to examine if Paclitaxel treatment was inducing the hMSCs to adopt a fibroblast phenotype. </s> 
PLoS ONE | <s> Consequently, we wanted to deduce if the observed uniform decrease in cell number was due to a decrease in viability or a decrease in proliferative rate. </s> 
PLoS ONE | <s> Since Paclitaxel resistance in cancer cells is primarily attributed to its removal from cells by the transmembrane pump P-glycoprotein (P-gp), we wanted to determine if P-gp was also involved in the promotion of hMSC Paclitaxel resistance. </s> 
BMC Public Health | <s> Second, we aimed to represent all ICD classification chapters to obtain a broad spectrum of diseases (chronic and acute illnesses, psychological and somatic diagnoses, illnesses of different organ systems). </s> 
PLoS Genetics | <s> Systematic analysis of regulators of the chitin synthase Chs2 in budding yeast To understand how cells control the activity of Chs2 at the division site during cytokinesis, we aimed to isolate Inn1-Chs2 complexes specifically and subsequently identify their protein composition by mass spectrometry. </s> 
PLoS Genetics | <s> Thus, we aimed to explore further the role of the Cyk3 subunit of IPCs in the regulation of the Chs2 chitin synthase. </s> 
PLoS Genetics | <s> Inn1 and Cyk3 finely regulate primary septum formation in vivo To determine the role of Inn1 and Cyk3 during cytokinesis, we aimed to study the defects associated with C2-HOF1 cells in which Cyk3 was depleted. </s> 
PLoS ONE | <s> In other words, we wanted to find the meaningful regions and their roles in the brain networks according to motor tasks, although we selected ROIs. </s> 
Toxics | <s> Given the importance of the synapse in numerous domains, we wanted to delineate the effects of pesticide exposure on synaptic function. </s> 
PLoS ONE | <s> Furthermore, we aimed to determine the molecular mechanism(s) underlying deregulated CRY1 expression in CLL. </s> 
PLoS ONE | <s> Finally, we wanted to determine whether CRY1 expression may also be disturbed in other lymphoid malignancies than CLL. </s> 
PLoS ONE | <s> Adult male and female Wistar rats weighing 260–280 g and 180–200 g, respectively were housed in stainless steel cages in an air-conditioned room with fluorescent lights on from 7 a.m. to 7 p.m. BPA treatment was randomly distributed across the phases of estrus, because we aimed to design our experiments in a way that reflects the exposure to this endocrine disruptor in real life, where the phase of the menstrual cycle in women is not taken into account when exposition occurs. </s> 
Climate of the Past | <s> However, by focusing on the global scales, we have aimed to assess the uncertainties related to the main applications of the data sets: the investigation of long-term trends and the inter-annual variability of the ETCCDI indices. </s> 
PLoS ONE | <s> By utilizing models that regress in response to chemotherapy and models that undergo stasis, we aimed to reflect the different responses of NSCLC patients to chemotherapy. </s> 
PLoS ONE | <s> Since our previous experiments showed that cocaine down-regulated miR155, we wanted to determine whether DC maturation was impaired by cocaine. </s> 
PLoS ONE | <s> In addition, we aimed to study whether the amino acid composition of HLA-B27 B-pocket, linked to the misfolding feature of the HLA-B27 molecule, would influence modulatory effects caused by B27 expression. </s> 
Computational Intelligence and Neuroscience | <s> In particular, we wanted to investigate (1) whether tSSS improves the data quality in healthy subjects not wearing any magnetically disturbing implants; (2) whether the faster SSS alternative performs as well as the more computationally demanding tSSS; and (3) whether ICA is preferable over SSP (or vice versa) for reduction of typical artifacts in healthy subjects. </s> 
PLoS Genetics | <s> Increased H3K4me3 at transcription start sites in brains of newborn Jarid1b knockouts Next, we wanted to know at which classes of genes H3K4me3 accumulates in brains of newborn mice. </s> 
PLoS ONE | <s> Finally, we aimed to reproduce the molecular flow observed 6 minutes after EGF stimulation (Fig 2G), in which there are two populations of Rac1 whose mobility is regulated separately. </s> 
PLoS ONE | <s> Finally, we aimed to reproduce the in vivo observed dual regulation of Rac1 indicated by two distinct mobility gradients (Fig 2G). </s> 
ZooKeys | <s> In addition we wanted to include representatives of the tribes believed to be closely related to the Stereomerini based on morphology as well as some taxa of unclear taxonomic status and phylogenetic position. </s> 
ZooKeys | <s> As these aberrant taxa are of uncertain relationships with Eupariini – possibly differently to different parts of Eupariini – we wanted to include a fair representation of the diversity of that tribe. </s> 
PLoS ONE | <s> Thus we wanted to determine if ESAT-6 postexposure vaccination would perturb the host-pathogen equilibrium, in favor of the host, leading to a reduction in bacterial load in the steady-state scenario. </s> 
Quest : Issues in Contemporary Jewish History. | <s> But at that time, we only wanted to live , and we were eager to enjoy ourselves, to relax, to dance, after so many years of deprivation". </s> 
International Journal of Molecular Sciences | <s> Because we wanted to construct the BAC library to conserve the genome of the Siberian tiger, the fibroblasts must maintain diploid character similar with the cells in vivo. </s> 
PLoS Medicine | <s> In our study, we aimed to compare the timing and completeness (i.e., whether all relevant information was fully reported) of results publicly posted at ClinicalTrials.gov and in published articles for trials of drug interventions. </s> 
PLoS Genetics | <s> TSN synergistically interacts with Piwi to silence transposons but has little role in piRNA biogenesis Because Piwi plays an important role in the piRNA pathway [2], we wanted to know whether TSN regulates piRNA biogenesis and functions. </s> 
PLoS ONE | <s> In this study, we aimed to define the role of TPO in the development of organ damage induced by experimental endotoxemia or polymicrobial sepsis, and to investigate the effects of inhibiting TPO in these conditions. </s> 
Profile Issues in Teachers' Professional Development | <s> The class had a perfect combination: we were all encouraged to talk, most of us wanted to talk, we all wanted to listen and we all wondered what the rest had to say. </s> 
Language Learning and Technology | <s> Specifically, we wanted to find out whether text-based online chat would help L2 learners notice both their problematic linguistic output and the interactional feedback from their non-native speaker interlocutors more often than in face-to-face conversation. </s> 
PLoS ONE | <s> Analysis of Fiber Hydrophilicity Following XPS characterization, we wanted to determine if the different surface chemistries appreciably changed surface hydrophilicity. </s> 
PLoS ONE | <s> With this baculovirus we aimed to demonstrate if transactivators were able to increase productivity per se or need the concurrence of the enhancer sequence. </s> 
PLoS ONE | <s> Here we aimed to demonstrate the necessity for this level of information by comparing our data on the symptoms of common mental disorder (CMD) and the prevalence of common mental disorder (CMD) and substance use with those from a national study – the 2007 English Adult Psychiatric Morbidity Study (APMS). </s> 
Processes | <s> Thus, in this paper, where we start to combine the two techniques, we simply wanted to introduce and show that the micropipette manipulation technique can guide certain aspects of scale-up study associated with parameters especially the use of microfluidic devices. </s> 
Mediators of Inflammation | <s> Because of its impacts on endothelial cells with its effect on leukocytes, we aimed to investigate serum levels of soluble P-selectin during the course of BS. </s> 
Journal of Nanomaterials | <s> Specifically, it was meaningful when we wanted to make the side-by-side nanofibers from two miscible electrospun solutions. </s> 
Sensors | <s> First, we wanted to avoid measuring the delays in communication as imposed by the use of Xmac. </s> 
PLoS ONE | <s> Importantly, these incubation conditions did not promote bacterial growth since we aimed to minimize cell division. </s> 
PLoS ONE | <s> To address this, we wanted to examine similar numbers of bacterial cells in each time point, thereby eliminating differences in the population density. </s> 
Materials | <s> Having established the assay conditions and catalyst performance compared with metakaolin, finally we also wanted to compare the catalyst with several silica fumes in the same conditions (see Section 3.3, experiment 6). </s> 
PLoS ONE | <s> Discussion In the present work we aimed to formulate a pharmacological treatment study of Drosophila AD models. </s> 
International Journal of Behavioral Nutrition and Physical Activity | <s> In general we wanted to determine : 1. </s> 
Brazilian Journal of Biology | <s> Therefore, we aimed to analyze the Chironomidae diet in different habitats from floodplain environments, based on the hypothesis that the diversity of the morphospecies diet reflects differences on both the food items available between the habitats and the preferences of larval feeding. </s> 
PLoS Pathogens | <s> As each step in the JAK/STAT pathway that ensues is well defined [1], we aimed to identify the step where ORF54 exerts its function. </s> 
PLoS ONE | <s> In contrast to Li et al [64] we aimed to include all cohorts reporting data on adult BMI and weight, together with mode of delivery, independent of whether or not the association between the two was studied or published. </s> 
PLoS ONE | <s> To this end, we aimed to analyze the impact of insulin resistance on GH decline during an OGTT by using our large database conducted over more than a decade, containing comprehensive OGTT outcome in non-acromegalic and acromegalic subjects. </s> 
PLoS ONE | <s> Here, we aimed to manipulate cellular transport of single-chain antibodies (scFvs) against the transferrin receptor (TfR) by engineering pH-dependent antigen binding. </s> 
Journal of Obesity | <s> However, as we wanted to isolate obesity and assess its impact on the evolution of other CMR factors, we considered the risk factors separately. </s> 
PLoS ONE | <s> To investigate the factors associated with the implementation and use of psychosocial care in families with parental cancer, we first wanted to gain an overview of the interventions and support services for parents with cancer and their minor children. </s> 
PLoS ONE | <s> Based on our findings, we aimed to generate recommendations to successfully transfer intervention concepts into clinical practice. </s> 
PLoS ONE | <s> Since we wanted to test multiple outcomes under two inoculating conditions, we resorted to studying cells under submerged conditions. </s> 
PLoS ONE | <s> In an in vitro approach, we aimed to simulate and mimic the condition that cancer patients treated with cisPt experience under exposure to the magnetic field of MRI. </s> 
Lecture Notes in Engineering and Computer Science | <s> Clearly, this was not satisfactory since the attributes on household demography, power consumption, type of day (working/non-working) and time zone (4 hour interval in a day; 6 in total) were not representative enough for device signatures which we aimed to identify . </s> 
PLoS Pathogens | <s> Based on these findings we wanted to explore whether PCI can exert its antimicrobial activity in plasma. </s> 
PLoS ONE | <s> DON is generally cytostatic, but is specifically pro-apoptotic in high NMyc tumors First, we wanted to determine if overexpression of N-Myc could sensitize a cell line to DON. </s> 
PLoS ONE | <s> Results In this study, we aimed to identify candidate drug targets for biofilm-associated bacteria using a systems biology approach. </s> 
Algorithms | <s> In this study we aimed to present a step-by-step classification method using fuzzy inference system with some specific parameters gathered from the related literature. </s> 
International Journal of Endocrinology | <s> In the present study, we aimed to assess the association between MICA polymorphisms, as classified by the World Health Organization (WHO), with Korean children with AITD. </s> 
PLoS ONE | <s> Therefore, in order to understand the substantial level of molecular nature and functional properties of PvPM-V-Ind, in the present study we aimed to examine the genetic polymorphism among field isolates from different geographical regions of India and structural analysis of the plasmepsin-V gene of Plasmodium vivax (PvPM-V-Ind), through combination of genomics and in silico bioinformatic approaches. </s> 
Patient Preference and Adherence | <s> Furthermore, we wanted to know which English term they would use to translate the German term "Patientenorientierung" and which literature on patient-centeredness they consider most important. </s> 
Entropy | <s> With this special issue, we wanted to provide a platform for practitioners, proponents and opponents of Maximum Entropy methods (MaxEnt) applied to inductive logic and reasoning. </s> 
PLoS ONE | <s> Therefore, we aimed to determine MP shedding from different cells at the onset of stroke and at 7 and 90 days and compare it to subjects at high risk but without cardiovascular disease. </s> 
PLoS Computational Biology | <s> Although inevitably somewhat abstracted, this model fitted our in vitro data, suggesting that the network representation was a close approximation to the biological system that we wanted to investigate . </s> 
PLoS ONE | <s> Second, we wanted to assess the extent to which on-line comments can be used as an informative and reliable data source to capture real-time public attitudes during an emerging health crisis. </s> 
PLoS ONE | <s> We did not find any support for a major role of the trade-off we initially aimed to investigate (i.e. between infection status and reproductive performance) in explaining variation in the temporal pattern of reproductive performance in collared flycatchers. </s> 
PLoS ONE | <s> To test the potential pro-carcinogenic effects of CCL20 and CCR6 in lung cancer, we first aimed to characterize the expression and tissue localization of this chemokine/chemokine receptor pair in NSCLC tumors. </s> 
PLoS Pathogens | <s> Using the zebrafish Mm model and Hif-a manipulation we aimed to understand the relationship between Hif-a signaling and the outcome of mycobacterial infection. </s> 
PLoS Pathogens | <s> Stabilization of Hif-1a Signaling at Early Stages of Infection Decreases Mm Burden Using a combination of pharmacological and genetic approaches to upregulate Hif-1a signaling we aimed to determine the effects on pathogenesis in the zebrafish Mm model. </s> 
PLoS ONE | <s> Therefore, we aimed to analyse the </s> 
PLoS Computational Biology | <s> Using the discrete first-passage-time algorithm (see Methods section), we wanted to determine if the proposed two-phase model has a diffusion coefficient comparable to that measured in brain tissue. </s> 
International Journal of Endocrinology | <s> Therefore we aimed to investigate the role of acute glucose ingestion during a standardized oral glucose tolerance test (OGTT) on plasma fetuinA levels in a homogeneous group of European young normal-weight to moderately overweight women with and without GDM during as well as after partum. </s> 
Journal of Clinical and Analytical Medicine | <s> In this article we aimed to present the following case: A patient applied our hospital with some complaints after being operated with the diagnosis of colon carcinoma and melanosis coli was determined during the investigations and after discontinuation of the use of laxative the patient complaints were regressed. </s> 
PLoS ONE | <s> Since we aimed to investigate how symptoms are connected when these are actually present in BD patients, for every patient we selected the timepoint at which they were most symptomatic. </s> 
Potchefstroom Electronic Law Journal | <s> "Races in the society had unequal access to education in the past so we wanted to see whether the trend has been arrested in the post-apartheid era," Prof Amoateng says. </s> 
PLoS Biology | <s> Because the slj mutation was adjacent to some of these yeast rpc2 mutations, and because rpc11 was linked to Pol III termination and RNA 39-end formation [24,25], we wanted to know whether termination was affected in slj mutants. </s> 
PLoS ONE | <s> Quantification of [Ca2+]i in the Fast Muscle Cells of Zebrafish Somites Since we wanted to quantify the [Ca2+]i in fast muscle-specific cells, we cultured cells from embryos of Tg(a-actin:RFP) whose fast muscle cells are tagged by RFP. </s> 
PLoS ONE | <s> Using systematic genome-wide approaches, we aimed to elucidate the effect of curcumin on DNA methylation alterations in colorectal cancer cells. </s> 
BMC Cancer | <s> By including all tissue samples for both studies (single gene and pair-wise gene ratio), we aimed to derive the most reliable threshold values and classified tissue samples based on them. </s> 
PLoS ONE | <s> We have a variety of countries in the sample, and we wanted to explore whether the level of general development of the country could influence the perceived relevance of the strategies proposed. </s> 
Molecules | <s> As we wanted to compare stabilities of the different DNA-AuNP conjugates, we dispersed the reddish residue in 500 μL of 0.15 M NaCl, 10 mM sodium phosphate (pH = 7.2), 0.01% NaN3 solution. </s> 
PLoS ONE | <s> Next, we wanted to investigate whether the reduction in SHIP-1 protein expression in TB splenocytes was due to a transcriptional or post-translational event. </s> 
PLoS ONE | <s> TB splenocytes have increased BCL-2 expression Next, we wanted to examine the phosphorylation and expression of B-cell lymphoma 2 Associated Death promoter (BAD), a key proapoptotic protein upstream of B-cell lymphoma 2 (BCL-2) and regulated by AKT activity [28]. </s> 
PLoS ONE | <s> Since our western blot data showed down-regulation of SHIP-1 protein expression and activation of several pro-survival proteins in splenocytes from TB mice, we wanted to determine if there was an expansion of MDSC in these mice. </s> 
Mediators of Inflammation | <s> For that reason, we aimed to investigate if there is any relation between the increase in oxidative stress and SH. </s> 
International Journal of Environmental Research and Public Health | <s> In this study, we aimed to explore the effect of a SFI multi-level education intervention model on KAS for accidental injuries among school-aged children to improve injury prevention strategies and reduce the incidence of pediatric injuries. </s> 
PLoS ONE | <s> Since IL-4 is known to phosphorylate STAT6, we wanted to look for the role of IL-4 in cholesterol synthesis. </s> 
BMC Molecular Biology | <s> In this study, we aimed to identify if HDGF is a DNA binding protein, map the functional DNA binding domain and DNA binding element for HDGF. </s> 
PLoS Computational Biology | <s> Since we wanted to put all modules on the same footing irrespective of module size, we do not use module size in our definition of the separability statistics. </s> 
Romanian Review of Regional Studies | <s> In our investigations, we wanted to find out whether this definition and the current least-developed micro-regions cover the same area or not. </s> 
PLoS ONE | <s> Since glycolysis provides an important energy source for working muscle, we aimed to define if CETP expression protects against the decline in exercise capacity associated with obesity. </s> 
PLoS ONE | <s> In our study we aimed to unveil the drivers underlying the expansion of the Egyptian mongoose in Portugal, a carnivore that was confined to southern Portugal and largely increased its range during the last three decades. </s> 
NeoBiota | <s> By analyzing the research trends and gaps, we also aimed to sketch future perspectives of studies on plant invasions in China. </s> 
BioMed Research International | <s> Because brucellosis patients show unspecific symptoms and unspecific laboratory findings, we aimed to investigate predictive contribution value of neutrophil/lymphocyte ratio (NLR) and platelet/lymphocyte ratio (PLR) in diagnosis of brucellosis. </s> 
PLoS ONE | <s> Therefore, we aimed to investigate whether RDW, hematocrit and other RBC parameters are associated with the development of VTE in patients with cancer. </s> 
Marine Drugs | <s> While assessing the toxicity and ADME (absorption, distribution, metabolism, excretion) of a compound in a single mouse strain may be sufficient, we wanted to determine whether there were any differences in the disposition of the compound in different strains of mice. </s> 
PLoS ONE | <s> Using 24hour actigraphy recordings, we wanted to describe overall patterns of activity in these three groups and compare active periods in the morning and evening, by employing linear and non-linear mathematical methods [15]. </s> 
PLoS ONE | <s> In this study, we aimed to identify differential gene expression between non-infected and L. </s> 
PLoS Biology | <s> Substitution of HR2 Converts HAMP2 to a HAMP1-Like Conformation and Switches Output Having established the CW signaling state as a HAMP1 conformer, we aimed to determine the conformational changes associated with the I88G mutation, which changes the behavior of H1-2s from CCW to CW locked in vivo. </s> 
Pulmonary Medicine | <s> Discussion In this study, we aimed to evaluate the role of exercise testing in the outcome of IPF patients. </s> 
BioMed Research International | <s> Herein, we aimed to monitor antiangiogenic treatment response of Sunitinib in U87MG tumor xenografts mimicking GBM by dynamic 18 F-FLT microPET/CT imaging in this study. </s> 
PLoS ONE | <s> However, as also mentioned in the Materials and Methods section, we aimed to provide enough flexibility to adequately distinguish the cuttlefish responses while also avoiding making the classification unnecessarily complex, the latter of which could lead to inaccurate classifications. </s> 
PLoS ONE | <s> In particular, we aimed to provide a concise model which describes consistently the observed dynamics for 0ƒtƒ180 h, i.e. covering the complete time course of both experiments. </s> 
Iranian Journal of Basic Medical Sciences | <s> Therefore, we aimed to investigate the effects of fluphenazine and amisulpride on brain regional contents of neurotensin considering the role of cannabinoid CB1 receptors which interact with neurotensin neurotransmission. </s> 
Iranian Journal of Basic Medical Sciences | <s> Based on this background, we aimed to investigate the implication of neurotensinergic system in the mechanism of action of fluphenazine and amisulpride. </s> 
BioMed Research International | <s> Additionally, we wanted to see if there was progression of the inflammation from 4 to 6 weeks. </s> 
PLoS ONE | <s> Given the high genetic diversity of control region haplotypes, we wanted to see whether increased sample size would increase our ability to detect genetic differentiation using pre-planned contrasts (Table 2). </s> 
Journal of Electrical and Electronics Engineering | <s> In this first part of our work we aimed to investigate corruption that acts as a financial constraint on SMEs, decreasing their chances of growth and consolidation, affecting business and economic outlook, reducing society confidence in institutions and honest business. </s> 
PLoS ONE | <s> Although DLO pyrophosphatase activity has been identified in various microsome preparations [13,19] we wanted to demonstrate that Man7GlcNAc2-P generation and ER-mediated polypeptide N-glycosylation [41] occur at the same subcellular localisation in permeabilised cells. </s> 
PLoS Computational Biology | <s> Furthermore, we wanted to see if eventual growth-regulated translational streamlining is also mediated by position effects, if operons expressing major isoacceptors PLoS Computational Biology | www.ploscompbiol.org </s> 
PLoS ONE | <s> Therefore, in the present study, we aimed to determine the role that CD8+ T cells play in female-dominant IL-4 production in adult asthma using a mouse model. </s> 
PLoS ONE | <s> In addition, we wanted to visualize HCMV immediate early antigen (IEA) and late antigen (LA) expression in infected THP-1 cells. </s> 
Journal of Microbiology, Biotechnology and Food Sciences | <s> Taking into account the high consumption of acrylamide in human daily diet, its high potency to induce redox imbalance and its neurotoxic properties we aimed to study acrylamide influence on albumin concentration in chosen brain structures of mice i.e. the right hemisphere, the left hemisphere, cerebellum and brain stem. </s> 
International Journal of Collaborative Research on Internal Medicine & Public Health | <s> Aim: In this study, we aimed to evaluate the rate of complications after thyroid surgery and the risk factors contributing to the complications. </s> 
Evidence-Based Complementary and Alternative Medicine | <s> In this study, we aimed to investigate the cytoprotective effect of a natural product, pummelo fruit variety "Kao-Tang-Kwa", on DOX-induced cardiotoxicity in cultured rat cardiomyocyte H9c2 with focus on the modi�cations of cellular redox stage, GST activity and expression, and cardiac senescence. </s> 
PLoS ONE | <s> In this preclinical study, we aimed to develop a capture system for molecular characterization of single CTCs based on high-density dielectrophoretic microwell array technology. </s> 
PLoS ONE | <s> In addition, we aimed to compare CEP/CEC kinetics between the two treatment groups. </s> 
Hydrology and Earth System Sciences Discussions | <s> This approach was adopted because we wanted to study the sensitivity of attenuation correction schemes to spatial rainfall variability (Berne and Uijlenhoet, 2005) and other sources of uncertainty (Berne and Uijlenhoet, 2006) per se. </s> 
PLoS ONE | <s> In the present study, we aimed to determine the impact of some of the most abundant, and thereby the best-described sPLA2s, namely sPLA2 group IIA, V and X, on MP quantification. </s> 
PLoS ONE | <s> Impact of sPLA2s on platelet MPs Having confirmed our methodological approaches for the quantification of MPs, we aimed to determine the impact of soluble factors present in biological fluids potentially interfering in MP detection. </s> 
PLoS ONE | <s> Thus, we aimed to evaluate the action of sPLA2s on erythrocyte-derived MPs. </s> 
BMC Genomics | <s> In this study, to improve the throughput associated with Multiplex Amplifiable Probe Hybridisation (MAPH) we aimed to develop a modification based on the 3-Dimensional, Flow-Through Microarray Platform from PamGene International. </s> 
BioMed Research International | <s> In Brisbane, we came to the idea that we wanted to apply for a grant that the university gave, for those who wanted to improve health and sports. </s> 
PLoS ONE | <s> SSc patients have fewer CD4+CD25highFoxP3highCD45RA2 aTreg cells (FrI) and more CD4+CD25+FoxP3lowCD45RA2 cells (FrIII) Next, we wanted to assess the proportion of FrI, FrII, and FrIII Treg subsets in SSc patients. </s> 
PLoS ONE | <s> First, we aimed to assess respiratory characteristics and examined whether or not metformin could inhibit cellular oxygen consumption in these cells. </s> 
PLoS ONE | <s> As metformin has also been reported to exert anti-glioma effects independently of AMPK, including a recent study demonstrating that metformin enhances binding of PRAS40 with RAPTOR protein resulting in mTOR inhibition and suppression of glioma cell proliferation, independently of AMPK [19], we wanted to determine the contribution of AMPK in our models using RNA interference strategy and previously validated siRNAs (Fig 5A) [22]. </s> 
Agrárinformatika Folyóirat | <s> On the one hand, we wanted to summarize at one place the most important knowledge, concerning the topic, especially which is difficult to access in Hungary, or which would require significant research in the literature and in the Internet. </s> 
PLoS ONE | <s> Here we aimed to identify studies evaluating mutations in BRCA1 or BRCA2 genes and clinical outcome in breast cancer to assess the influence of age and hormonal receptor expression on survival. </s> 
International Journal of Scientific & Technology Research | <s> TABLE 1: COMPARISON BETWEEN SIMILAR APPROACHES A- Leafsnap: A Computer Vision System for Automatic Plant Species Identification B- Plant species identification using digital morphometric C- Detection of weeds using image processing and clustering D- Early pest identification in agricultural crops using image processing techniques E- Our System And, next we wanted to find the accuracy of the threshold based image segmentation algorithm. </s> 
PLoS ONE | <s> Because we wanted to see the time course of the saccades around a ball event, it was important to avoid the temporal overlap of the 'target event' (which is the target of analysis) and the other residual events (which occur either before or after the target event and were not the target of analysis). </s> 
PLoS ONE | <s> Since the steady state level of collagen mRNAs reflects both transcription and stability of the mRNAs, we wanted to assess which process is responsible for the difference seen in WF-A treated VIM+/+ and VIM2/2 MEFs. </s> 
PLoS ONE | <s> In this study, we aimed to establish a TRFIA-based system for SSa detection for providing an accurate and more sensitive, less time-consuming method for quality control of Chaihu. </s> 
Pharmaceuticals | <s> Given that estrogens and AM251 upregulate PI3K in the ARC (see Figure 2), we also wanted to ascertain if this signaling molecule is involved in the ER receptor-mediated hindrance of the cannabinoid agonist-induced suppression, and the AM251-induced facilitation, of glutamatergic input at POMC synapses. </s> 
PLoS ONE | <s> Thus, in this study we aimed to examine the lipid levels in the mother and fetus and to investigate the association between the lipid levels and polymorphisms of three major genes in Chinese SPTD patients. </s> 
PLoS ONE | <s> In the current work we also wanted to know the mechanism involved in the MSC effect at the stromal level. </s> 
PLoS ONE | <s> In the present work, we aimed to establish whether SDF-1 and osteopontin were involved. </s> 
PLoS ONE | <s> Also we wanted to know their spatial distribution within the BM as well as their expression of osteopontin and SDF1. </s> 
Sensors | <s> While we agree that an EPSON PS3 robotic arm could be expensive equipment for practical purposes, in this paper, we wanted to ensure the repeatability of the motion pattern. </s> 
Disease Markers | <s> Only male patients were selected because we wanted to eliminate gender related alteration of growth factor expression as previously reported [5, 21]. </s> 
PLoS ONE | <s> In vivo Efficacy of Anti-Orai1 in Humanized GvHD Model In light of the significant T cell inhibition achieved in vitro with the anti-Orai1 mAb, we next wanted to evaluate the efficacy of this antibody in a T cell-mediated mouse disease model. </s> 
Journal of Oral & Maxillofacial Research | <s> When the umbrella term of "head and neck" is used, it may include cancers that we wanted to exclude in this review. </s> 
Healthcare | <s> The analysis was thematic in that we aimed to organize , describe, and understand the thoughts, feelings, and experiences of participants related to self-testing for chlamydia. </s> 
PLoS ONE | <s> Considering this clinical importance of selenium, we aimed to identify the genes associated with resistance to selenium treatment. </s> 
PLoS Computational Biology | <s> Next, we wanted to understand how much our single cell results are determined by the type of animal and our stimulus. </s> 
Annales Geophysicae | <s> Since we wanted to resolve such very narrow structures in our radar measurements, a special, very sensitive high-resolution measurement scheme was designed for this study. </s> 
BMC Bioinformatics | <s> We did so because we wanted to compare the effect of the amplification step on the ability to detect enriched genomic regions. </s> 
PLoS ONE | <s> In addition, we wanted to determine the relative importance of each of the four variables– Alertness, Phase, Wake Duration, and Sleep Debt–to predicting objective performance. </s> 
PLoS Biology | <s> Therefore, we also wanted to determine in vitro whether E. histolytica thioredoxin reductase can, in addition to its role as a disulfide reductase, reduce nitroimidazoles. </s> 
PLoS Biology | <s> Because we wanted to stay as close to physiological conditions as possible, we did not apply such a high excess of the substrate to the enzyme as would be necessary for the exact determination of the kinetic constants of recEh TrxR. </s> 
PLoS ONE | <s> Next, we wanted to find out the role of Dps2 in the organization of DNA in M. smegmatis. </s> 
PLoS ONE | <s> In this study, we aimed to identify predictors of discordance between LB and the FT and to investigate the potential effects of necroinflammation on FT values in Asian patients with CHB. </s> 
International Journal of Surgical Oncology | <s> Instead, we aimed to assess excess mortality over strata for each surgical treatment group. </s> 
PLoS ONE | <s> In this study, we aimed to explore the relationship between serum FABP4 and irisin in middle-aged Chinese subjects. </s> 
Psihologija | <s> In our second experiment, we wanted to contrast factor of familiarity to the ORB. </s> 
International Journal of COPD | <s> The 6-minute walking distance (6MWD) has been used as an outcome parameter in determining the efficacy of NIMV in both COPD and restrictive diseases.7,10 In the present study, we aimed to evaluate exercise capacity among patients with CHRF secondary to COPD and other etiologies, and the impact of NIMV use at home. </s> 
